15,include,<stdarg.h>,
16,include,<stdlib.h>,
17,include,<string.h>,
18,include,<errno.h>,
19,include,<stdio.h>,
20,include,<assert.h>,
22,if,defined(HAVE_CONFIG_H) && !defined(PNG_NO_CONFIG_H),
23,,#  include <config.h>,
24,endif,,
29,ifdef,PNG_FREESTANDING_TESTS,
30,,#  include <png.h>,
31,else,,
32,,"#  include ""../../png.h""",
33,endif,,
35,ifndef,PNG_SETJMP_SUPPORTED,
36,,#  include <setjmp.h> ,/* because png.h did *not* include this */
37,endif,,
42,if,PNG_LIBPNG_VER >= 10601 && defined(HAVE_CONFIG_H),
43,,#  define SKIP 77,
44,else,,
45,,#  define SKIP 0,
46,endif,,
48,if,PNG_LIBPNG_VER < 10700,
50,,#  ifdef PNG_INFO_IMAGE_SUPPORTED,
51,,#     ifdef PNG_SEQUENTIAL_READ_SUPPORTED,
52,,#        define PNG_READ_PNG_SUPPORTED,
53,,#     endif ,/* SEQUENTIAL_READ */
54,,#     ifdef PNG_WRITE_SUPPORTED,
55,,#        define PNG_WRITE_PNG_SUPPORTED,
56,,#     endif ,/* WRITE */
57,,#  endif ,/* INFO_IMAGE */
58,endif,,/* pre 1.7.0 */
60,ifdef,PNG_READ_PNG_SUPPORTED,
97,,#     define CHUNK_NONE 0,
98,,#     define CHUNK_sBIT PNG_INFO_sBIT,
99,,#     define CHUNK_tRNS PNG_INFO_tRNS,
102,,#     define COLOR_MASK_X   0,
103,,#     define COLOR_MASK_P   PNG_COLOR_MASK_PALETTE,
104,,#     define COLOR_MASK_C   PNG_COLOR_MASK_COLOR,
105,,#     define COLOR_MASK_A   PNG_COLOR_MASK_ALPHA,
106,,#     define COLOR_MASK_ALL (PALETTE+COLOR+ALPHA)  ,"/* absent = gray, no alpha */"
108,,#     define BD_ALL  (1 + 2 + 4 + 8 + 16),
109,,#     define BD_PAL  (1 + 2 + 4 + 8),
110,,#     define BD_LOW  (1 + 2 + 4),
111,,#     define BD_16   16,
112,,#     define BD_TRUE (8+16) ,/* i.e. true-color depths */
114,,#     define TRANSFORM_R  1,
115,,#     define TRANSFORM_W  2,
116,,#     define TRANSFORM_RW 3,
124,,"#  define T(name,chunk,cm_required,cm_absent,bd,when) {  #name, PNG_TRANSFORM_ ## name, CHUNK_ ## chunk, COLOR_MASK_ ## cm_required, COLOR_MASK_ ## cm_absent, BD_ ## bd, TRANSFORM_ ## when, 0}",/*!tested*/
129,ifdef,PNG_READ_STRIP_16_TO_8_SUPPORTED,
132,endif,,
133,ifdef,PNG_READ_STRIP_ALPHA_SUPPORTED,
136,endif,,
137,ifdef,PNG_WRITE_PACK_SUPPORTED,
138,,#  define TRANSFORM_RW_PACK TRANSFORM_RW,
139,else,,
140,,#  define TRANSFORM_RW_PACK TRANSFORM_R,
141,endif,,
142,ifdef,PNG_READ_PACK_SUPPORTED,
147,endif,,
148,ifdef,PNG_WRITE_PACKSWAP_SUPPORTED,
149,,#  define TRANSFORM_RW_PACKSWAP TRANSFORM_RW,
150,else,,
151,,#  define TRANSFORM_RW_PACKSWAP TRANSFORM_R,
152,endif,,
153,ifdef,PNG_READ_PACKSWAP_SUPPORTED,
156,endif,,
157,ifdef,PNG_READ_EXPAND_SUPPORTED,
165,endif,,
166,ifdef,PNG_WRITE_INVERT_SUPPORTED,
167,,#  define TRANSFORM_RW_INVERT TRANSFORM_RW,
168,else,,
