34,define,_POSIX_SOURCE 1,
36,include,<stdio.h>,
37,include,<stdlib.h>,
38,include,<string.h>,
42,define,STDERR stdout   ,/* For DOS */
44,include,"""png.h""",
54,if,defined PNG_READ_SUPPORTED && defined PNG_READ_bKGD_SUPPORTED && defined PNG_READ_cHRM_SUPPORTED && defined PNG_READ_gAMA_SUPPORTED && defined PNG_READ_oFFs_SUPPORTED && defined PNG_READ_pCAL_SUPPORTED && defined PNG_READ_pHYs_SUPPORTED && defined PNG_READ_sBIT_SUPPORTED && defined PNG_READ_sCAL_SUPPORTED && defined PNG_READ_sRGB_SUPPORTED && defined PNG_READ_sPLT_SUPPORTED && defined PNG_READ_tEXt_SUPPORTED && defined PNG_READ_tIME_SUPPORTED && defined PNG_READ_zTXt_SUPPORTED && (defined PNG_WRITE_INTERLACING_SUPPORTED || PNG_LIBPNG_VER >= 10700),/* else nothing can be done */
70,ifdef,PNG_ZLIB_HEADER,
71,,#  include PNG_ZLIB_HEADER ,/* defined by pnglibconf.h from 1.7 */
72,else,,
73,,"#  include ""zlib.h""",
74,endif,,
77,ifndef,PNG_ZBUF_SIZE,
78,,#  define PNG_ZBUF_SIZE 8192,
79,endif,,
80,define,FCLOSE(file) fclose(file),
82,ifndef,PNG_STDIO_SUPPORTED,
84,endif,,
87,ifndef,PNG_DEBUG,
88,,#  define PNG_DEBUG 0,
89,endif,,
91,if,PNG_DEBUG > 1,
92,,"#  define pngtest_debug(m)        ((void)fprintf(stderr, m ""\n""))",
93,,"#  define pngtest_debug1(m,p1)    ((void)fprintf(stderr, m ""\n"", p1))",
94,,"#  define pngtest_debug2(m,p1,p2) ((void)fprintf(stderr, m ""\n"", p1, p2))",
95,else,,
96,,#  define pngtest_debug(m)        ((void)0),
97,,"#  define pngtest_debug1(m,p1)    ((void)0)",
98,,"#  define pngtest_debug2(m,p1,p2) ((void)0)",
99,endif,,
101,if,!PNG_DEBUG,
102,,#  define SINGLE_ROWBUF_ALLOC  ,/* Makes buffer overruns easier to nail */
103,endif,,
105,ifndef,PNG_UNUSED,
106,,#  define PNG_UNUSED(param) (void)param;,
107,endif,,
110,define,PNGTEST_TIMING,
113,ifndef,PNG_FLOATING_POINT_SUPPORTED,
114,undef,PNGTEST_TIMING,
115,endif,,
117,ifdef,PNGTEST_TIMING,
119,include,<time.h>,
120,endif,,
